"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PIHNUPDF","conferencePaper","1983","Brunet, Étienne","Le Style de Proust dans la Recherche du Temps Perdu : Étude quantitative","Computers in Literary Research: Proceedings of the VII International Symposium of the Association for Literary and Linguistic Computing, (Pisa, Italy)","","","","","","1983","2016-08-16 19:58:11","2017-01-19 11:13:10","","51-76","","","3","","","","","","","","ALLC","Pisa","fre","","","","","","","---. Le Style de Proust dans la `Recherche du Temps Perdu': Etude Quantitative. In Computers in Literary Research: Proceedings of the VII International Symposium of the Association for Literary and Linguistic Computing, Pisa, 1982Linguistica Computazionale Vol. III 1983 - Supplement. Pisa: Giardini Editori, 1983. pp. 51-76.  bibtex: brunet_style_1983","","","","#jr4; lang_fre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computers in Literary Research: Proceedings of the VII International Symposium of the Association for Literary and Linguistic Computing","","","","","","","","","","","","","","",""
"PJ8FGXG8","journalArticle","1992","Holmes, David I.","A Stylometric Analysis of Mormon Scripture and Related Texts","Journal of the Royal Statistical Society (A)","","","","","","1992","2016-08-16 19:48:06","2017-01-09 08:41:08","","91-120","","1","155","","","","","","","","","","","","","","","","","---. A Stylometric Analysis of Mormon Scripture and Related Texts. Journal of the Royal Statistical Society A 155.1 1992: 91-120.  bibtex: holmes_stylometric_1992","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJ923HQX","conferencePaper","2013","Juola, Patrick; Stamatatos, Efstathios","Overview of the Authorship Identification Task","Proceedings of PAN/CLEF 2013","","","","","","2013","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","","Valencia, Spain","","","","","","","","bibtex: juola_overview_2013","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJAI2QSE","newspaperArticle","1983","Gallagher, Mary Campbell","Linguistic Evidence: Making a Case for Admissibility","Legal Times","","","","","","1983-07-04","2016-08-16 19:48:06","2017-01-02 16:49:45","","N/A","","","","","","","","","","","","","","","","","","","","Gallagher, Mary Campbell. Linguistic Evidence: Making a Case for Admissibility. Legal Times Washington, D.C. 4 July 1983. pp. 14, 19-20.  bibtex: gallagher_linguistic_1983","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJFJF9ET","conferencePaper","1995","Azzam, S.","An Algorithm to Co-Ordinate Anaphora resolution and PPS Disambiguation Process.","EACL '95 Proceedings of the seventh conference on European chapter of the Association for Computational Linguistics, (Dublin, Ireland)","","","","http://dl.acm.org/citation.cfm?id=977016","","1995","2016-08-16 16:43:38","2017-01-15 19:53:12","","284-285","","","","","","","","","","","Morgan Kaufmann Publishers","San Francisco, CA","","","","","","","","bibtex: azzam_algorithm_1995","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EACL '95 Proceedings of the seventh conference on European chapter of the Association for Computational Linguistics","","","","","","","","","","","","","","",""
"PJGJK5PI","conferencePaper","2007","Sakai, Tetsuya","Alternatives to Bpref","b","978-1-59593-597-7","","","","","2007-07","2016-08-16 16:43:38","2016-08-16 16:43:38","","71–78","","","","","","","","","","","p","Amsterdam, Netherlands","","","","","","","","bibtex: sakai_alternatives_2007","","","","#pj","","Kraaij, Wessel; Vries, Arjen P. de; Clarke, Charles L. A.; Fuhr, Norbert; Kando, Noriko","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PK6R3U69","conferencePaper","1983","Ranson, Nicholas; Knepley, Jean","Is Coupling the Custom?","Sixth International Conference on Computers and the Humanities","","","","","","1983","2016-08-16 19:57:47","2017-01-04 11:07:51","","562-568","","","","","","","","","","","Computer Science Press","Rockville, MD","","","","","","","","Ranson, Nicholas, and Jean Knepley. Is Coupling the Custom? In Sixth International Conference on Computers and the Humanities. Eds. Sarah K. Burton and Douglas D. Short. Rockville, MD: Computer Science Press, 1983. pp. 562-568.  bibtex: ranson_is_1983","","","","#jr6","","Burton, Sarah K.; Short, Douglas D.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PM359UZN","journalArticle","2001","Hoover, David L.","Statistical Stylistic and Authorship Attribution: an Empirical Investigation","Literary and Linguistic Computing","","","","","","2001","2017-01-03 10:22:46","2017-01-04 16:56:30","","421-444","","4","16","","","","","","","","","","en","","","","","","","bibtex: hoover_statistical_2001-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMQNRF3P","journalArticle","1992","Clayman, D. L.","Trends and Issues in Quantitative Stylistics","Transactions of the American Philological Association","","","","","","1992","2016-08-16 19:48:06","2016-08-16 19:48:06","","385-390","","122","","","","","","","","","","","","","","","","","","Clayman, D. L. Trends and Issues in Quantitative Stylistics. Transactions of the American Philological Association 122 1992: 385-390.  bibtex: clayman_trends_1992","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMSR5BS7","journalArticle","1964","Chretien, C. Douglas","Who Was Junius? by Alvar Ellegård; A Statistical Method for Determining Authorship: The Junius Letters, 1769-1772 by Alvar Ellegård [review]","Language","","00978507","10.2307/411928","http://www.jstor.org/stable/411928?origin=crossref","","1964","2017-01-02 09:26:11","2017-01-02 09:26:50","2017-01-02 09:26:11","85","","1","40","","","","","","","","","","","","","","","CrossRef","","bibtex: chretien_who_1964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PN6EXUH2","journalArticle","1995","Lowe, David; Matthews, Robert","Shakespeare Vs. Fletcher: A Stylometric Analysis by Radial Basis Functions","Computers and the Humanities","","","","","","1995","2016-08-16 19:57:47","2017-01-01 21:17:25","","449-461","","6","29","","","","","","","","","","","","","","","","","Lowe, David, and Robert Matthews. Shakespeare Vs. Fletcher: A Stylometric Analysis by Radial Basis Functions. CHum 29.6 1995: 449-461.  bibtex: lowe_shakespeare_1995","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PN9DHHRJ","bookSection","1977","Pringle, M. B.; Ross, D. Jr","Dialogue and Narration in Joyce's `Ulysses'","Computing in the Humanities","","","","","","1977","2016-08-16 19:58:11","2016-12-12 10:13:42","","73-84","","","","","","","","","","","The University of Waterloo Press","Waterloo, Ontario","","","","","","","","Pringle, M. B., and D. Ross, Jr. Dialogue and Narration in Joyce's `Ulysses'. In Computing in the Humanities. Ed. Serge Lusignan and John S. North. Waterloo, Ontario: The University of Waterloo Press, 1977, pp. 73-84.  bibtex: pringle_dialogue_1977","","","","#jr4","","Lusignan, Serge; North, John S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNC9B4V6","journalArticle","2000","Waugh, Sam; Adams, Anthony; Tweedie, Fiona","Computational Stylistics Using Artificial Neural Networks","Literary and Linguistic Computing","","","","","","2000","2016-08-16 20:03:29","2017-01-09 08:41:08","","187-197","","2","15","","","","","","","","","","","","","","","","","Waugh, Sam, Anthony Adams, and Fiona Tweedie. Computational Stylistics Using Artificial Neural Networks. Literary and Linguistic Computing 15.2 2000: 187-197.  bibtex: waugh_computational_2000","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNCDCI3G","book","1966","Pugh, Emerson; Winslow, George H.","The Analysis of Physical Measurements","","","","","","","1966","2016-08-16 19:59:29","2017-01-03 13:52:08","","","","","","","","","","","","","Addison-Wesley","Reading, MA","","","","","","","","Pugh, Emerson, and George H. Winslow. The Analysis of Physical Measurements. Reading, Massachusetts: Addison-Wesley, 1966. See Chapter 5 -- Errors.  bibtex: pugh_analysis_1966","","","","#jr3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNCUT755","thesis","2006","Bellmann, Hector Guillermo","Toward a scientific taxonomy of musical styles","","","","","http://eprints.qut.edu.au/16387/","","2006","2016-11-15 21:03:42","2017-01-04 20:26:52","2016-11-15 21:03:42","","","","","","","","","","","","Queensland University of Technology","Brisbane City","","","Masters by Research Thesis","","","","","bibtex: bellmann_toward_2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNJJ399B","journalArticle","2005","Hanus, Pavol; Hagenauer, Joachim","Information Theory Helps Historians","IEEE Information Theory Society Newsletter","","","","","","2005","2016-08-16 19:48:06","2017-01-09 08:41:08","","8","","3","55","","","","","","","","","","","","","","","","","Hanus, Pavol, and Joachim Hagenauer. Information Theory Helps Historians. IEEE Information Theory Society Newsletter 55.3 2005:8.  bibtex: hanus_information_2005","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPIXXQP3","bookSection","1990","Smith, Peter D.","Authorship Studies","An Introduction to Text Processing","","","","","","1990","2016-08-16 20:03:29","2017-01-06 09:55:57","","N/A","","","","","","","","","","","The MIT Press","Cambridge, Massachusetts","","","","","","","","Smith, Peter D. An Introduction to Text Processing. Cambridge, Massachusetts: The MIT Press, 1990. See especially chapter 12, Authorship Studies.  bibtex: smith_authorship_1990","","","","#jr5","","","","","","","Smith, Peter D.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPSGXIR9","journalArticle","2011","Chakraborty, Tanmoy; Bandyopadhyay, Sivaji","Inference of Fine-grained Attributes of Bengali Corpus for Stylometry Detection","Polibits","","","","","","2011","2016-08-16 19:48:06","2017-01-09 08:41:08","","79-83","","44","","","","","","","","","","","","","","","","","","Chakraborty, Tanmoy, and Sivaji Bandyopadhyay. Inference of Fine-grained Attributes of Bengali Corpus for Stylometry Detection. Polibits 44 2011: 79-83.  bibtex: chakraborty_inference_2011","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPWPD89S","conferencePaper","2005","Daly, Charlie; Horgan, Jane","Patterns of Plagiarism","Proceedings of the 36th SIGCSE technical symposium on Computer science education (SIGCSE '05), (St. Louis, Missouri)","1-58113-997-7","","","","","2005-02","2016-08-16 16:43:38","2017-01-22 18:44:12","","383–387","","","","","","","","","","","ACM","New York, NY","","","","","","","","bibtex: daly_patterns_2005","","","","#pj","","Dann, Wanda; Naps, Tom; Tymann, Paul; Baldwin, Doug","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 36th SIGCSE technical symposium on Computer science education (SIGCSE '05)","","","","","","","","","","","","","","",""
"PQ4RRFME","journalArticle","2009","Craig, Hugh","Style, statistics, and new models of authorship","Early Modern Literary Studies","","","","http://purl.oclc.org/emls/15-1/craistyl.htm","","2009","2017-01-03 10:34:15","2017-01-03 10:34:15","","","","1","15","","","","","","","","","","en","","","","","","","bibtex: craig_style_2009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQ52FVED","conferencePaper","2002","Turney, Peter","Thumbs Up or Thumbs Down? Semantic Orientation Applied to Unsupervised Classification of Reviews","Proceedings of the Association for Computational Linguistics","","","","","","2002","2016-08-16 16:43:38","2017-01-10 22:13:48","","417–-424","","","","","","","","","","","","","","","","","","","","bibtex: turney_thumbs_2002","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRKVDIH9","journalArticle","1976","Havanur, S.K.","Computer Assistance in Deciding the Authorship of an Indian Poem","ALLC Bulletin","","","","","","1976","2016-08-16 19:48:06","2017-01-04 16:04:58","","125-130","","2","4","","","","","","","","","","","","","","","","","Havanur, S.K. Computer Assistance in Deciding the Authorship of an Indian Poem. ALLC Bulletin 4 1976: 125-130.  bibtex: havanur_computer_1976","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
